iteration,chain,Q1,Q2,Q3,Q4,Q5,Q6,Q7,R,Ylacglc,Yammgln,lambda,u0_LAC,u0_MAb,obj,lp,n_steps,is_accept,acceptance_rate,log_density,hamiltonian_energy,hamiltonian_energy_error,max_hamiltonian_energy_error,tree_depth,numerical_error,step_size,nom_step_size
1001,1,9.105767274431065e6,0.07596466389693143,0.026779215189030012,0.08896421149813923,0.0209606223092689,0.13524313508191932,0.061216500597893644,1.0440106283894973e8,4.544172453472857,1.6460797149227262,8.66385906852382e-9,1.8696663519933883,124.83551135623311,-0.2679656037573964,-35.68541477076287,7.0,1.0,0.9555185073186501,-35.68541477076287,41.20207403268834,-0.20811294887050025,-0.4007411248430728,3.0,0.0,0.5073542172101719,0.5073542172101719
1002,1,1.1374529254827427e7,0.1190369220447299,0.11713250278141046,0.08967477835560346,0.09267014507224229,0.0526417694292082,0.053255630736481895,1.351008709772088e8,2.3832271644488676,1.9143924467681632,3.280950583178799e-9,7.931984999410851,145.84857407770238,0.4716003621514927,-33.12837757443914,7.0,1.0,0.9153257914763664,-33.12837757443914,40.79751607266428,-0.3080519425474222,0.3891457138564789,3.0,0.0,0.5073542172101719,0.5073542172101719
1003,1,7.921756076851627e6,0.012067179912147476,0.021016154502224525,0.02015105891169546,0.09506863521623289,0.006411822257002535,0.08328446175418457,1.2524557637218408e8,3.1584492209959647,0.5987173268423992,7.796989724860672e-9,3.185153155016457,216.41419941863091,-0.2338273175111304,-38.051688930572226,7.0,1.0,0.4778823604604007,-38.051688930572226,45.87734685723644,0.9561666689206376,1.5596285506707943,3.0,0.0,0.5073542172101719,0.5073542172101719
1004,1,1.080676600256592e7,0.04882390162421882,0.06457188191880847,0.08367832897501332,0.007865651387227815,0.1082075868146147,0.0940074382407456,1.3560797508941972e8,2.024846506348233,2.0072793293767464,5.27767140738586e-9,6.835666927472283,132.71453337670326,0.8761255880638049,-34.941581386073274,7.0,1.0,0.8471123484196722,-34.941581386073274,49.55335370581126,-0.09727800306259837,1.8549774945207176,3.0,0.0,0.5073542172101719,0.5073542172101719
1005,1,8.70092025310378e6,0.08881469322771912,0.05555541632129094,0.07412517491632427,0.03087007783110838,0.0746036206016812,0.10200270757453885,1.4197533097387594e8,4.157560632154579,0.46237001979632664,1.0758897755979755e-8,4.3289392252790275,106.03799655021677,-1.8406409893183908,-36.36016574186795,7.0,1.0,0.9021066990508798,-36.36016574186795,41.44771330614496,0.15487498342602635,-0.2992858406694836,3.0,0.0,0.5073542172101719,0.5073542172101719
1006,1,1.0907614901492707e7,0.04962261320604593,0.02393272647498296,0.13016824005027502,0.16374190528423407,0.061947078832908856,0.06046477047435725,8.168046100472854e7,3.135952878023978,2.004258871801637,3.678276437590561e-9,7.05911648581382,213.30907389451679,1.4199174000933472,-38.19868791859341,7.0,1.0,0.7995523583116191,-38.19868791859341,46.38735472653778,0.11792544970955277,0.7466480339432877,3.0,0.0,0.5073542172101719,0.5073542172101719
1007,1,1.1508124664549867e7,0.17833353869376603,0.02350385792866756,0.036084462389351125,0.07601905960143643,0.07011121013710427,0.16718498794981299,8.220487783221543e7,1.3598762389776777,1.4394900472249215,1.1095186640339474e-8,1.6697325553047462,147.4759861802223,-0.8632469494442554,-38.16889911838573,7.0,1.0,0.9138470059529252,-38.16889911838573,45.059327996696204,-0.24191285574198673,0.47846973518431923,3.0,0.0,0.5073542172101719,0.5073542172101719
1008,1,1.0440675741713423e7,0.011863219716988602,0.033644191644595214,0.1290062666005606,0.10125520788337129,0.11917659078688357,0.023967856599945114,1.7645530654840755e8,4.106959009756691,1.0030861155328736,2.792549693464277e-9,1.6252869090753774,191.05742317138083,0.6751731644681958,-37.13748108284488,7.0,1.0,0.7254232406615325,-37.13748108284488,48.396406284360005,0.267332325582629,0.5918184985693102,3.0,0.0,0.5073542172101719,0.5073542172101719
1009,1,9.559144440873241e6,0.02345545500012552,0.10359626035701254,0.009442632456255895,0.2355982511564965,0.041616107348997365,0.09976418633606654,1.7059386059139702e8,2.1184701500607686,1.2535671505388324,7.147795134059079e-9,4.018093388912006,96.22553712586969,1.0528831725643357,-36.03867427193377,7.0,1.0,0.38012629624788274,-36.03867427193377,44.577799603874794,0.32745628843750296,2.3900294262752126,3.0,0.0,0.5073542172101719,0.5073542172101719
1010,1,9.86922248933517e6,0.19898040127175587,0.08615822643589537,0.17175846671704298,0.0009971637030147188,0.13388732910729118,0.04284555620810016,1.6729327472126856e8,3.2383329393851836,1.212788633086916,7.106841023721185e-9,4.754726175917668,255.1385670485914,-0.9861298554073024,-36.81334830075811,7.0,1.0,0.5066127801116495,-36.81334830075811,42.394504918944584,0.19755174331511682,1.4040254123237688,3.0,0.0,0.5073542172101719,0.5073542172101719
1011,1,9.32815882868371e6,0.043096648436142505,0.19498622469395285,0.02703474892111776,0.0014756788707133391,0.07873670289344616,0.07424474664333217,1.563775298944965e8,4.167904946746333,0.6323177755431555,5.504407496134294e-9,5.940238139330366,291.2517096327797,-1.784061084292908,-40.49985173921706,7.0,1.0,0.6141199685186852,-40.49985173921706,43.6805421958502,0.6852873892917799,0.720185602119173,3.0,0.0,0.5073542172101719,0.5073542172101719
1012,1,9.636442268412972e6,0.1396301290845709,0.02581866781277046,0.025333785694716348,0.018382339497649038,0.00875995919631209,0.02804688391327246,9.767276819352709e7,1.4986976028129817,1.2429426361132943,9.244432011502982e-9,5.44236419020103,52.330023416119374,1.4145084663993357,-40.32477266657625,7.0,1.0,1.0,-40.32477266657625,48.792280364470656,-0.2636179611764149,-0.5334109686765345,3.0,0.0,0.5073542172101719,0.5073542172101719
1013,1,1.0238588411954058e7,0.17736562539968082,0.05063196612471724,0.01849811119441104,0.03257363124277747,0.0016141515407970008,0.11246811027243307,1.0930166524282548e8,1.2166189641289202,1.7536769047594731,9.559939879093291e-9,6.869576797143797,50.498719688012926,-0.7253674504389713,-42.81603023269846,7.0,1.0,0.7772416415564672,-42.81603023269846,49.484118552297296,-0.24444508949388677,1.2633567996168225,3.0,0.0,0.5073542172101719,0.5073542172101719
1014,1,8.892170036046755e6,0.040042248022621886,0.15032352922522924,0.11487471178720958,0.12520212304426673,0.00594212481829076,0.04441113256047382,1.2215868655204743e8,4.291705617955095,0.546185382880172,1.185218268015467e-8,3.2603076744422315,299.3561040525092,0.15794937952985066,-42.022005481065605,15.0,1.0,0.918877190400659,-42.022005481065605,50.45796756687239,-0.00027942371063005567,-1.3247672599336724,3.0,0.0,0.5073542172101719,0.5073542172101719
1015,1,1.0220488964266323e7,0.11751905870330542,0.010574825708690333,0.05823265999906104,0.06404745762073093,0.24855615850113963,0.0016701025391791119,1.3782134354711854e8,1.3102554416894083,1.7881399881939322,3.3402242860543524e-9,4.693985936236328,118.17764739669697,0.15798991662032147,-39.15227768667503,7.0,1.0,0.8518503055043336,-39.15227768667503,48.896448251729325,-0.10441335358147796,0.8630658043488069,3.0,0.0,0.5073542172101719,0.5073542172101719
1016,1,9.92933261409002e6,0.07851192266702088,0.013062505892970509,0.1305953324454623,0.05676698929797119,0.02953426602113468,0.0023482468364270275,1.0839741564993137e8,3.94032535932778,1.816002034378997,1.0922020186213473e-8,7.0081003236831,69.11409118193745,0.9810823250861463,-38.757070875142574,7.0,1.0,0.9995527325242851,-38.757070875142574,45.50827546227242,-0.18520785141304685,-0.27373878068819835,3.0,0.0,0.5073542172101719,0.5073542172101719
1017,1,9.631272093790082e6,0.087671220587869,0.02600800601208953,0.12710363156830107,0.10888508949781257,0.14898989579186497,0.2210626433710809,1.581980332398845e8,1.7206251411833915,0.5847375023842825,2.945406251937237e-9,6.537698482298813,283.6664123031144,-0.6723869600082389,-36.083370295623524,7.0,1.0,0.95789115904822,-36.083370295623524,45.217682256313196,-1.0294244616770882,-1.0294244616770882,3.0,0.0,0.5073542172101719,0.5073542172101719
1018,1,9.783124993010359e6,0.09390129647561912,0.03435459050619208,0.09511811582580107,0.09517837381321381,0.08124133325309162,0.033508074546548416,1.3142740424075888e8,2.527121130758666,1.6371318842777964,1.1257374945723404e-8,3.3343995964087507,57.925131506571574,0.9294305844777313,-34.1665965486481,7.0,1.0,1.0,-34.1665965486481,40.09079751818641,-0.2783461780236536,-0.29963345942107367,3.0,0.0,0.5073542172101719,0.5073542172101719
1019,1,9.415526978883388e6,0.04478893765124248,0.14791016693348727,0.004734973365863732,0.07883245123613379,0.023651556249979964,0.011319685751018185,1.2665106464663675e8,2.122416736519217,1.337510247312727,6.652746085377821e-9,0.3577216689978513,199.94437125076482,0.8256704644339771,-37.23137626277508,7.0,1.0,0.41783260090263113,-37.23137626277508,44.37545515044619,0.24780941751325258,2.090658540957982,3.0,0.0,0.5073542172101719,0.5073542172101719
